subject,provider,published_date,contract_price,status,contract_url,procurement_entity,reference_number,method,successful_bidder,removal_date,published_by,published_on,signed_by,extraction_timestamp,bidder_type,bidder_name,bidder_price,bidder_rank,evaluation_stage,failure_reasons
MOTORVEHICLE REPAIRS WITHNEW GENUINE PARTS FOR UG2200060-UG0316H TOYOTA HIACE 2KD-FTV ATTACHED TO POOL TRANSPORT,"<span class=""text-muted"">BAB'S TRANSPORTERS & GENERAL MECHANIC LTD</span>",03-08-2025,"UGX
                                            :7,823,400.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61578225,Parliament of Uganda,POU/NCONS/2024-2025/01542,Request for Quotations/Proposals,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,15-08-2025,Head PDU,03 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:18.048416,unsuccessful,G.J. AUTO GARAGE,"9,174,500.00",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",A Bid Securing Declaration was provided instead of a Beneficial Ownership Declaration
NEW GENUINE VEHICLE TYRES FOR UG2200002-UG0408H MERCEDES BENZ S500 UNDER THE OFFICE OF THE DEPUTY SPEAKER,"<span class=""text-muted"">MOTOR CARE UGANDA LTD</span>",25-09-2025,"UGX
                                            :6,941,176.47
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63655875,Parliament of Uganda,POU/SUPLS/2025-2026/00055,Request for Quotations/Proposals,MOTOR CARE UGANDA LTD,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:20.483417,unsuccessful,CFAO MOBILITY UGANDA LIMITED,"14,540,918.41",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED THIRD IN PRICE
NEW GENUINE VEHICLE TYRES FOR UG2200002-UG0408H MERCEDES BENZ S500 UNDER THE OFFICE OF THE DEPUTY SPEAKER,"<span class=""text-muted"">MOTOR CARE UGANDA LTD</span>",25-09-2025,"UGX
                                            :6,941,176.47
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63655875,Parliament of Uganda,POU/SUPLS/2025-2026/00055,Request for Quotations/Proposals,MOTOR CARE UGANDA LTD,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:20.483417,unsuccessful,ARROW CENTRE (UGANDA) LTD,"14,160,000.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Ranked Fourth in price
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200076-UG0216H TOYOTA COASTER 2011 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,967,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63657900,Parliament of Uganda,POU/NCONS/2025-2026/00245,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:22.978071,unsuccessful,WAMUCO MOTORS (U) LTD,"16,358,505.60",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation","he bidder was compliant with the requirement of Bid Securing Declaration valid up to Wednesday 31st December 2025 [pursuant to Reg. 23(2)(d) of the PPDA (Evaluation) Regulations, 2023]."
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200076-UG0216H TOYOTA COASTER 2011 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,967,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63657900,Parliament of Uganda,POU/NCONS/2025-2026/00245,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:22.978071,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"6,419,200.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED SECOND IN PRICE
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200076-UG0216H TOYOTA COASTER 2011 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,967,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63657900,Parliament of Uganda,POU/NCONS/2025-2026/00245,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:22.978071,unsuccessful,JAPAN AUTO CARE LIMITED,"6,946,660.00",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED THIRD IN PRICE
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200050-UG0377H NISSAN CIVILIAN 2019 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,189,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63668025,Parliament of Uganda,POU/NCONS/2025-2026/00246,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:25.394245,unsuccessful,WAMUCO MOTORS (U) LTD,"4,803,440.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED SECOND IN PRICE
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200050-UG0377H NISSAN CIVILIAN 2019 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,189,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63668025,Parliament of Uganda,POU/NCONS/2025-2026/00246,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:25.394245,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"6,289,401.18",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED THIRD IN PRICE
MOTORVEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200050-UG0377H NISSAN CIVILIAN 2019 MODEL UNDER POOL TRANSPORT,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :4,189,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63668025,Parliament of Uganda,POU/NCONS/2025-2026/00246,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:25.394245,unsuccessful,JAPAN AUTO CARE LIMITED,"6,348,530.98",4,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED FOURTH IN PRICE
"UG 2200113 - UG0409H, Repairs - August 2025","<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :7,292,400.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63670050,Parliament of Uganda,POU/NCONS/2025-2026/00170,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:27.893694,unsuccessful,WAMUCO MOTORS (U) LTD,"13,041,548.80",4,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED FOURTH IN PRICE
"UG 2200113 - UG0409H, Repairs - August 2025","<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :7,292,400.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63670050,Parliament of Uganda,POU/NCONS/2025-2026/00170,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:27.893694,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"8,543,200.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED SECOND IN PRICE
"UG 2200113 - UG0409H, Repairs - August 2025","<span class=""text-muted"">G.J. AUTO GARAGE</span>",25-09-2025,"UGX
                                            :7,292,400.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63670050,Parliament of Uganda,POU/NCONS/2025-2026/00170,Request for Quotations/Proposals,G.J. AUTO GARAGE,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:27.893694,unsuccessful,JAPAN AUTO CARE LIMITED,"10,924,451.80",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",RANKED THIRD IN PRICE
MOTOR VEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200096-UG0349H ISUZU DMAX UNDER THE OFFICE OF THE DEPUTY SPEAKER,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",04-09-2025,"UGX
                                            :12,036,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62659575,Parliament of Uganda,POU/NCONS/2025-2026/00188,Request for Quotations/Proposals,G.J. AUTO GARAGE,18-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:30.408189,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"17,700,000.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Bidder ranked second in price
MOTOR VEHICLE REPAIRS WITH NEW GENUINE PARTS FOR UG2200096-UG0349H ISUZU DMAX UNDER THE OFFICE OF THE DEPUTY SPEAKER,"<span class=""text-muted"">G.J. AUTO GARAGE</span>",04-09-2025,"UGX
                                            :12,036,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62659575,Parliament of Uganda,POU/NCONS/2025-2026/00188,Request for Quotations/Proposals,G.J. AUTO GARAGE,18-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:30.408189,unsuccessful,JAPAN AUTO CARE LIMITED,"22,542,720.00",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Bidder ranked third in price
JUMP STARTER MACHINE REPAIR UNDER ATL DEPARTMENT -ENGINEERING SECTION,"<span class=""text-muted"">ENGINEERING SOLUTIONS (U) LIMITED</span>",31-07-2025,"UGX
                                            :1,560,000.12
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61643025,Parliament of Uganda,POU/NCONS/2025-2026/00035,Micro Procurement,ENGINEERING SOLUTIONS (U) LIMITED,31-07-2025,Head PDU,31 Jul 2025,ACCOUNTING OFFICER,2025-10-04T13:17:32.846268,successful_only,,,,,
Vehicle additional repairs with New Genuine parts for UG0258H Chevrolet Trailblazer attached to the Department of Legal and Compliance Services.,"<span class=""text-muted"">JAPAN AUTO CARE LIMITED</span>",27-08-2025,"UGX
                                            :4,861,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61677450,Parliament of Uganda,POU/NCONS/2024-2025/01697,Request for Quotations/Proposals,JAPAN AUTO CARE LIMITED,27-08-2025,Head PDU,27 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:35.250731,unsuccessful,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,"14,927,000.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Bidder ranked second in price
VEHICLE ROUTINE SERVICE WTHNEW GENUINE PARTS FOR UG2200183-UG0388H KINGLONG BUS UNDER POOL TRANSPORT,"<span class=""text-muted"">THE MOTORCENTER EAST AFRICA LTD</span>",13-08-2025,"UGX
                                            :1,952,900.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61756425,Parliament of Uganda,POU/NCONS/2025-2026/00011,Micro Procurement,THE MOTORCENTER EAST AFRICA LTD,13-08-2025,Head PDU,13 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:37.684105,successful_only,,,,,
SUPPLY OF SELF INKING STAMPS FOR PDU AND DF,"<span class=""text-muted"">BILYANAKA COMPANIES LIMITED</span>",27-08-2025,"UGX
                                            :578,200.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62291025,Parliament of Uganda,POU/SUPLS/2025-2026/00067,Micro Procurement,BILYANAKA COMPANIES LIMITED,27-08-2025,Head PDU,27 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:40.147985,unsuccessful,JOSAM TECHNOLOGIES LIMITED,"649,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Micro procurement for Provision of daily Cleaning services to Multi level car park for the month of August 2025,"<span class=""text-muted"">SAFI CLEANING SERVICES LIMITED</span>",27-08-2025,"UGX
                                            :3,316,783.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62143200,Parliament of Uganda,POU/NCONS/2025-2026/00174,Micro Procurement,SAFI CLEANING SERVICES LIMITED,27-08-2025,Head PDU,27 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:42.531426,successful_only,,,,,
Vehicle Routine Service - UG2200123(UG0435H) attached to Commission Secretariat,"<span class=""text-muted"">MAYBACH MOTORS LTD</span>",31-07-2025,"UGX
                                            :462,560.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61645050,Parliament of Uganda,POU/NCONS/2025-2026/00095,Micro Procurement,MAYBACH MOTORS LTD,31-07-2025,Head PDU,31 Jul 2025,ACCOUNTING OFFICER,2025-10-04T13:17:44.952339,successful_only,,,,,
SUPPLY OF TOILET PAPER UNDER FRAMEWORK CONTRACT FOR TWO YEARS,4Bidders,12-08-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61701750,Parliament of Uganda,POU/SUPLS/2024-2025/00388,Open Domestic Bidding Method,,26-08-2025,Head PDU,12 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:47.526123,successful_only,,,,,
Transportation repair or maintenance services - UG2200170-UG0441H,"<span class=""text-muted"">NIYO GARAGE LTD</span>",17-09-2025,"UGX
                                            :2,301,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63267075,Parliament of Uganda,POU/NCONS/2025-2026/00339,Micro Procurement,NIYO GARAGE LTD,17-09-2025,Head PDU,17 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:49.994085,unsuccessful,JAPAN AUTO CARE LIMITED,"3,661,209.60",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Transportation repair or maintenance services - UG2200170-UG0441H,"<span class=""text-muted"">NIYO GARAGE LTD</span>",17-09-2025,"UGX
                                            :2,301,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63267075,Parliament of Uganda,POU/NCONS/2025-2026/00339,Micro Procurement,NIYO GARAGE LTD,17-09-2025,Head PDU,17 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:49.994085,unsuccessful,SSM  AUTO  GARAGE,"3,599,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
PROVISION OF MEDICAL INSURANCE COVER FOR THE STAFF OF PARLIAMENT AND THEIR DEPENDANTS UNDER FRAMEWORK CONTRACT FOR TWO YEARS,4Bidders,12-08-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61717950,Parliament of Uganda,POU/NCONS/2024-2025/01724,Open Domestic Bidding Method,,26-08-2025,Head PDU,12 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:52.551406,successful_only,,,,,
Brakes for UG2200123-UG0435H attached to Commission Secretariat,"<span class=""text-muted"">HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD</span>",27-08-2025,"UGX
                                            :3,475,100.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62260650,Parliament of Uganda,POU/NCONS/2025-2026/00195,Micro Procurement,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,27-08-2025,Head PDU,27 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:55.020791,unsuccessful,SSM  AUTO  GARAGE,"4,177,200.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Brakes for UG2200123-UG0435H attached to Commission Secretariat,"<span class=""text-muted"">HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD</span>",27-08-2025,"UGX
                                            :3,475,100.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62260650,Parliament of Uganda,POU/NCONS/2025-2026/00195,Micro Procurement,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,27-08-2025,Head PDU,27 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:17:55.020791,unsuccessful,G.J. AUTO GARAGE,"3,776,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"UG 2200097 - UG0317H - 4th Repair, September 2025","<span class=""text-muted"">NIYO GARAGE LTD</span>",17-09-2025,"UGX
                                            :1,321,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63323775,Parliament of Uganda,POU/NCONS/2025-2026/00356,Micro Procurement,NIYO GARAGE LTD,17-09-2025,Head PDU,17 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:57.466794,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"2,655,000.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"UG 2200097 - UG0317H - 4th Repair, September 2025","<span class=""text-muted"">NIYO GARAGE LTD</span>",17-09-2025,"UGX
                                            :1,321,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63323775,Parliament of Uganda,POU/NCONS/2025-2026/00356,Micro Procurement,NIYO GARAGE LTD,17-09-2025,Head PDU,17 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:57.466794,unsuccessful,JAPAN AUTO CARE LIMITED,"4,881,306.00",4,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"UG 2200097 - UG0317H - 4th Repair, September 2025","<span class=""text-muted"">NIYO GARAGE LTD</span>",17-09-2025,"UGX
                                            :1,321,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63323775,Parliament of Uganda,POU/NCONS/2025-2026/00356,Micro Procurement,NIYO GARAGE LTD,17-09-2025,Head PDU,17 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:57.466794,unsuccessful,SSM  AUTO  GARAGE,"2,218,400.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
REPAIR OF MOTOR VEHICLE UG2200204-UG0255H-AMBULANCE,"<span class=""text-muted"">JAPAN AUTO CARE LIMITED</span>",04-09-2025,"UGX
                                            :2,326,252.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62815500,Parliament of Uganda,POU/NCONS/2025-2026/00276,Micro Procurement,JAPAN AUTO CARE LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:59.905067,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"3,304,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
REPAIR OF MOTOR VEHICLE UG2200204-UG0255H-AMBULANCE,"<span class=""text-muted"">JAPAN AUTO CARE LIMITED</span>",04-09-2025,"UGX
                                            :2,326,252.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62815500,Parliament of Uganda,POU/NCONS/2025-2026/00276,Micro Procurement,JAPAN AUTO CARE LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:59.905067,unsuccessful,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,"3,363,000.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
REPAIR OF MOTOR VEHICLE UG2200204-UG0255H-AMBULANCE,"<span class=""text-muted"">JAPAN AUTO CARE LIMITED</span>",04-09-2025,"UGX
                                            :2,326,252.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62815500,Parliament of Uganda,POU/NCONS/2025-2026/00276,Micro Procurement,JAPAN AUTO CARE LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:17:59.905067,unsuccessful,SSM  AUTO  GARAGE,"3,953,000.00",4,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
MOTOR VEHICLE REPAIR FOR UG2200065-UG0385H (SUBARU OUTBACK) ATTACHED TO LOP OFFICE-,"<span class=""text-muted"">KAMPALA  MOTORS  LTD</span>",04-09-2025,"UGX
                                            :2,875,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62817525,Parliament of Uganda,POU/NCONS/2025-2026/00037,Micro Procurement,KAMPALA  MOTORS  LTD,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:18:02.362607,successful_only,,,,,
Provision of additional book dummies for the launch Strategic plan.,"<span class=""text-muted"">FORWARD ARTS DESIGNERS LTD</span>",25-09-2025,"UGX
                                            :944,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63866475,Parliament of Uganda,POU/NCONS/2025-2026/00440,Micro Procurement,FORWARD ARTS DESIGNERS LTD,25-09-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:18:04.829286,successful_only,,,,,
PROVISION OF SANITARY BIN SERVICES FOR THE PARLIAMENTARY BUILDINGS FOR THE MONTH OF JUNE 2025.,"<span class=""text-muted"">SAFI CLEANING SERVICES LIMITED</span>",13-08-2025,"UGX
                                            :2,643,200.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61857675,Parliament of Uganda,POU/NCONS/2025-2026/00040,Micro Procurement,SAFI CLEANING SERVICES LIMITED,13-08-2025,Head PDU,13 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:18:07.282538,successful_only,,,,,
REPAIR OF MOTOR VEHICLE NO.UG2200012-UG0354H,"<span class=""text-muted"">HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD</span>",13-08-2025,"UGX
                                            :1,593,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61859700,Parliament of Uganda,POU/NCONS/2025-2026/00086,Micro Procurement,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,13-08-2025,Head PDU,13 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:18:09.736810,unsuccessful,BAB'S TRANSPORTERS & GENERAL MECHANIC LTD,"4,991,400.00",4,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
REPAIR OF MOTOR VEHICLE NO.UG2200012-UG0354H,"<span class=""text-muted"">HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD</span>",13-08-2025,"UGX
                                            :1,593,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61859700,Parliament of Uganda,POU/NCONS/2025-2026/00086,Micro Procurement,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,13-08-2025,Head PDU,13 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:18:09.736810,unsuccessful,JAPAN AUTO CARE LIMITED,"4,743,836.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
REPAIR OF MOTOR VEHICLE NO.UG2200012-UG0354H,"<span class=""text-muted"">HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD</span>",13-08-2025,"UGX
                                            :1,593,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61859700,Parliament of Uganda,POU/NCONS/2025-2026/00086,Micro Procurement,HI-TECH AUTOMOBILE AND EQUIPMENT SOLUTIONS LTD,13-08-2025,Head PDU,13 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:18:09.736810,unsuccessful,G.J. AUTO GARAGE,"3,214,320.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
